severity,bucket,file,kind,photo_crag,resolved_slug,resolved_name,resolve_how,alt_crags,page,license,sourceUrl,flags,n_candidates,n_matched,n_routes_at_crag,unmatched_names,matched_names,grade_conflicts,sector_hints,caption_excerpt
0,guide,Images/guide/p30-5-X91.jpg,other-unusable,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,30,,,ok_crag_only,0,0,83,,,,,"Small 84x84 px circular logo of a green stylized hand (the Goodtime Adventures hand logo, same as p02-1-X6); no legible text."
0,guide,Images/guide/p31-6-X98.jpg,other-unusable,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,31,,,ok_crag_only,0,0,83,,,,,"Small 84x84 graphic: dark circular logo with green blob/leaf-like shape inside. Appears to be a brand or guidebook logo icon, not a climbing photo."
0,guide,Images/guide/p32-6-X105.jpg,other-unusable,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,32,,,ok_crag_only,0,0,83,,,,,"Small 84x84 graphic: dark circular logo with green blob/leaf-like shape inside. Identical to p31-6-X98.jpg; brand/guidebook logo icon, not a climbing photo."
0,guide,Images/guide/p33-3-X109.jpg,crag-photo-unusable,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,33,,,caption_says_unverified,0,0,83,,,,,"Shaded, steep boulder face with vegetation and palm trunks. No legible route names/grades/numbers. Crag inferred from page context — unverified."
0,guide,Images/guide/p34-1-X113.jpg,other-unusable,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,34,,,ok_crag_only,0,0,83,,,,,"Tiny circular graphic (approx 84x84 px): green apple-like icon inside a black ring. Appears to be a decorative logo/icon, not climbing content."
0,guide,Images/guide/p35-6-X120.jpg,other-unusable,Secret Garden Boulders,secret-garden-boulders,Secret Garden Boulders,exact_name,Secret Garden Boulders,35,,,ok_crag_only,0,0,83,,,,,Tiny 84x84 decorative bullet icon: green blob with yellow/black fins in a circle. Repeated decorative element; no text or route info.
0,guide,Images/guide/p36-1-X122.jpg,other-unusable,Babaloo Boulders,babaloo-boulders,Babaloo Boulders,exact_name,Babaloo Boulders,36,,,ok_crag_only,0,0,58,,,,,Tiny 84x84 decorative bullet icon (same green-blob icon as p35-6-X120). No route info.
0,guide,Images/guide/p39-6-X133.jpg,other-unusable,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,39,,,ok_crag_only,0,0,10,,,,,Tiny 84x84 decorative bullet icon (same green-blob icon as p35-6-X120 and p36-1-X122). No route info.
0,guide,Images/guide/p40-8-X142.jpg,other-unusable,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,40,,,ok_crag_only,0,0,10,,,,,Tiny 84x84 decorative bullet icon (same green-blob icon as p39-6-X133). No route info.
0,guide,Images/guide/p41-8-X151.jpg,other-unusable,Mango Mount,mango-mount,Mango Mount,exact_name,Mango Mount,41,,,ok_crag_only,0,0,10,,,,,Small circular logo/icon: stylised green island or hill graphic on white. No climbing content; likely the guidebook's brand mark.
